Startzeit;Endzeit;PM10;PM2.5;Ozon;CO;NO2;NO
"08.11.2020 00:00";"09.11.2020 00:00";17.43;12.26;15.29;;25.48;28.35
"09.11.2020 00:00";"10.11.2020 00:00";35.44;14.73;29.26;;49.85;50.38
"10.11.2020 00:00";"11.11.2020 00:00";20.21;12.01;23.81;;40.47;57.82
"11.11.2020 00:00";"12.11.2020 00:00";18.86;14.79;18.74;;33.32;37.67
"12.11.2020 00:00";"13.11.2020 00:00";12.38;8.70;26.71;;35.67;19.80
"13.11.2020 00:00";"14.11.2020 00:00";19.92;9.59;31.64;;48.78;38.88
"14.11.2020 00:00";"15.11.2020 00:00";11.34;8.26;31.06;;41.81;21.39
"15.11.2020 00:00";"16.11.2020 00:00";10.80;7.49;30.95;;31.77;13.62
"16.11.2020 00:00";"17.11.2020 00:00";7.33;4.26;38.68;;22.72;9.69
"17.11.2020 00:00";"18.11.2020 00:00";12.58;6.98;31.21;;35.98;18.49
"18.11.2020 00:00";"19.11.2020 00:00";18.07;10.00;30.50;;51.39;47.54
"19.11.2020 00:00";"20.11.2020 00:00";7.46;4.67;36.37;;30.78;13.08
"20.11.2020 00:00";"21.11.2020 00:00";9.96;7.05;33.24;;26.71;13.59
"21.11.2020 00:00";"22.11.2020 00:00";11.15;9.32;24.88;;28.58;12.29
"22.11.2020 00:00";"23.11.2020 00:00";13.09;11.83;24.85;;36.07;18.51
"23.11.2020 00:00";"24.11.2020 00:00";17.51;13.56;30.24;;49.79;31.53
"24.11.2020 00:00";"25.11.2020 00:00";20.51;17.97;22.41;;37.76;37.84
"25.11.2020 00:00";"26.11.2020 00:00";18.43;15.26;21.66;;38.77;41.11
"26.11.2020 00:00";"27.11.2020 00:00";16.65;13.44;24.55;;43.29;59.23
"27.11.2020 00:00";"28.11.2020 00:00";15.60;13.38;24.39;;43.69;48.96
"28.11.2020 00:00";"29.11.2020 00:00";14.49;13.68;19.52;;34.78;25.40
"29.11.2020 00:00";"30.11.2020 00:00";14.60;13.45;19.57;;18.87;8.70
"30.11.2020 00:00";"01.12.2020 00:00";16.64;14.27;20.64;;22.52;15.23
"01.12.2020 00:00";"02.12.2020 00:00";10.33;8.52;26.08;;37.59;24.09
"02.12.2020 00:00";"03.12.2020 00:00";14.41;12.80;26.89;;36.58;24.84
"03.12.2020 00:00";"04.12.2020 00:00";15.98;12.66;29.47;;35.06;19.70
"04.12.2020 00:00";"05.12.2020 00:00";17.50;11.37;32.48;;46.21;27.29
"05.12.2020 00:00";"06.12.2020 00:00";9.22;8.38;28.71;;39.35;17.68
"06.12.2020 00:00";"07.12.2020 00:00";6.68;5.87;27.10;;33.37;9.50
"07.12.2020 00:00";"08.12.2020 00:00";9.54;7.39;35.37;;42.88;22.51
"08.12.2020 00:00";"09.12.2020 00:00";17.27;15.97;26.14;;32.63;15.01
"09.12.2020 00:00";"10.12.2020 00:00";9.65;8.58;25.76;;37.81;27.75
"10.12.2020 00:00";"11.12.2020 00:00";12.81;11.78;22.13;;32.73;22.60
"11.12.2020 00:00";"12.12.2020 00:00";14.73;13.14;28.68;;46.74;30.36
"12.12.2020 00:00";"13.12.2020 00:00";6.48;5.40;31.30;;27.62;7.41
"13.12.2020 00:00";"14.12.2020 00:00";6.19;5.35;24.73;;14.61;4.67
"14.12.2020 00:00";"15.12.2020 00:00";13.10;8.98;29.02;;47.78;54.54
"15.12.2020 00:00";"16.12.2020 00:00";13.41;8.86;32.59;;54.60;51.28
"16.12.2020 00:00";"17.12.2020 00:00";13.21;9.55;28.11;;47.09;53.57
"17.12.2020 00:00";"18.12.2020 00:00";16.97;11.89;27.88;;50.07;79.18
"18.12.2020 00:00";"19.12.2020 00:00";14.74;10.91;33.52;;57.20;66.24
"19.12.2020 00:00";"20.12.2020 00:00";12.03;10.60;29.64;;49.99;64.89
"20.12.2020 00:00";"21.12.2020 00:00";11.21;8.85;28.11;;41.19;25.24
"21.12.2020 00:00";"22.12.2020 00:00";9.53;7.97;28.44;;40.45;28.33
"22.12.2020 00:00";"23.12.2020 00:00";5.08;3.29;30.03;;17.10;8.30
"23.12.2020 00:00";"24.12.2020 00:00";7.10;4.38;31.48;;37.42;25.34
"24.12.2020 00:00";"25.12.2020 00:00";4.53;3.20;36.75;;13.61;6.08
"25.12.2020 00:00";"26.12.2020 00:00";5.71;4.69;28.69;;11.78;5.03
"26.12.2020 00:00";"27.12.2020 00:00";7.65;6.45;33.27;;17.64;4.62
"27.12.2020 00:00";"28.12.2020 00:00";12.58;7.21;37.20;;32.94;7.33
"28.12.2020 00:00";"29.12.2020 00:00";6.86;4.93;39.99;;39.00;11.85
"29.12.2020 00:00";"30.12.2020 00:00";6.22;4.38;39.22;;31.78;10.85
"30.12.2020 00:00";"31.12.2020 00:00";6.95;5.56;35.79;;31.95;11.12
"31.12.2020 00:00";"01.01.2021 00:00";12.88;9.77;31.43;;34.78;13.92
"01.01.2021 00:00";"02.01.2021 00:00";19.10;16.31;30.20;;25.85;6.32
"02.01.2021 00:00";"03.01.2021 00:00";17.19;13.54;28.16;;20.47;9.52
"03.01.2021 00:00";"04.01.2021 00:00";19.35;18.05;22.39;;17.72;4.73
"04.01.2021 00:00";"05.01.2021 00:00";22.54;15.31;27.20;;26.30;16.13
"05.01.2021 00:00";"06.01.2021 00:00";19.87;16.43;26.52;;22.31;9.96
"06.01.2021 00:00";"07.01.2021 00:00";14.16;12.25;27.90;;25.50;11.39
"07.01.2021 00:00";"08.01.2021 00:00";13.95;12.32;24.60;;30.84;13.58
"08.01.2021 00:00";"09.01.2021 00:00";15.46;11.07;32.78;;29.43;10.03
"09.01.2021 00:00";"10.01.2021 00:00";16.82;11.44;32.03;;36.67;15.93
"10.01.2021 00:00";"11.01.2021 00:00";17.31;14.34;30.29;;22.80;7.50
"11.01.2021 00:00";"12.01.2021 00:00";23.63;18.37;36.58;;36.73;15.71
"12.01.2021 00:00";"13.01.2021 00:00";8.78;6.24;41.21;;26.47;8.21
"13.01.2021 00:00";"14.01.2021 00:00";7.03;4.83;39.64;;29.41;13.46
"14.01.2021 00:00";"15.01.2021 00:00";7.53;4.34;43.40;;46.42;22.52
"15.01.2021 00:00";"16.01.2021 00:00";13.11;10.54;35.28;;34.40;12.49
"16.01.2021 00:00";"17.01.2021 00:00";14.40;12.82;38.34;;48.82;21.01
"17.01.2021 00:00";"18.01.2021 00:00";8.28;6.21;35.29;;31.83;8.65
"18.01.2021 00:00";"19.01.2021 00:00";8.36;6.09;40.40;;34.11;8.59
"19.01.2021 00:00";"20.01.2021 00:00";9.03;5.35;48.62;;59.31;33.61
"20.01.2021 00:00";"21.01.2021 00:00";8.82;5.21;52.47;;65.57;54.49
"21.01.2021 00:00";"22.01.2021 00:00";9.39;5.87;50.89;;59.92;35.59
"22.01.2021 00:00";"23.01.2021 00:00";7.55;5.05;49.03;;52.24;20.12
"23.01.2021 00:00";"24.01.2021 00:00";5.83;4.32;39.30;;23.58;6.08
"24.01.2021 00:00";"25.01.2021 00:00";7.49;4.77;41.13;;18.93;5.26
"25.01.2021 00:00";"26.01.2021 00:00";7.25;4.10;43.49;;30.08;13.11
"26.01.2021 00:00";"27.01.2021 00:00";8.87;5.78;43.28;;27.51;12.47
"27.01.2021 00:00";"28.01.2021 00:00";6.13;3.86;41.65;;32.55;9.72
"28.01.2021 00:00";"29.01.2021 00:00";4.01;2.74;33.07;;15.76;5.49
"29.01.2021 00:00";"30.01.2021 00:00";4.33;2.95;40.30;;15.30;6.12
"30.01.2021 00:00";"31.01.2021 00:00";4.81;3.44;40.01;;17.08;4.78
"31.01.2021 00:00";"01.02.2021 00:00";5.37;4.10;33.42;;17.53;3.89
"01.02.2021 00:00";"02.02.2021 00:00";5.80;3.91;38.32;;34.30;13.39
"02.02.2021 00:00";"03.02.2021 00:00";5.21;3.20;39.04;;22.50;8.57
"03.02.2021 00:00";"04.02.2021 00:00";5.94;3.47;36.21;;26.07;14.98
"04.02.2021 00:00";"05.02.2021 00:00";16.13;6.34;39.82;;39.95;17.93
"05.02.2021 00:00";"06.02.2021 00:00";13.89;7.78;34.77;;41.63;19.75
"06.02.2021 00:00";"07.02.2021 00:00";19.67;12.92;24.22;;36.93;22.35
"07.02.2021 00:00";"08.02.2021 00:00";22.48;11.13;25.53;;24.68;8.18
"08.02.2021 00:00";"09.02.2021 00:00";8.25;4.42;39.63;;26.34;14.62
"09.02.2021 00:00";"10.02.2021 00:00";8.84;6.37;33.49;;27.83;12.67
"10.02.2021 00:00";"11.02.2021 00:00";19.12;14.75;27.32;;33.27;20.98
"11.02.2021 00:00";"12.02.2021 00:00";20.74;16.55;42.49;;33.28;15.21
"12.02.2021 00:00";"13.02.2021 00:00";18.37;14.87;41.80;;31.23;14.72
"13.02.2021 00:00";"14.02.2021 00:00";15.15;11.12;41.16;;26.41;8.80
"14.02.2021 00:00";"15.02.2021 00:00";18.72;14.79;39.39;;39.31;9.25
"15.02.2021 00:00";"16.02.2021 00:00";15.41;8.13;47.46;;56.97;23.06
"16.02.2021 00:00";"17.02.2021 00:00";18.92;8.90;44.71;;59.28;36.12
"17.02.2021 00:00";"18.02.2021 00:00";10.53;5.84;39.22;;32.60;10.41
"18.02.2021 00:00";"19.02.2021 00:00";21.26;9.19;40.05;;57.59;39.31
"19.02.2021 00:00";"20.02.2021 00:00";20.66;9.94;39.43;;43.84;24.40
"20.02.2021 00:00";"21.02.2021 00:00";20.91;11.30;38.35;;42.92;17.37
"21.02.2021 00:00";"22.02.2021 00:00";19.79;14.63;37.25;;35.68;8.73
"22.02.2021 00:00";"23.02.2021 00:00";27.23;10.31;43.26;;49.71;26.67
"23.02.2021 00:00";"24.02.2021 00:00";49.09;18.75;38.24;;53.28;34.66
"24.02.2021 00:00";"25.02.2021 00:00";75.77;26.36;39.45;;58.43;37.04
"25.02.2021 00:00";"26.02.2021 00:00";76.09;28.00;37.95;;53.30;38.05
"26.02.2021 00:00";"27.02.2021 00:00";59.96;23.51;39.48;;48.50;29.41
"27.02.2021 00:00";"28.02.2021 00:00";13.55;9.37;31.82;;21.39;9.12
"28.02.2021 00:00";"01.03.2021 00:00";13.71;11.49;28.30;;19.58;4.08
"01.03.2021 00:00";"02.03.2021 00:00";22.47;15.07;31.71;;42.05;23.03
"02.03.2021 00:00";"03.03.2021 00:00";27.10;14.48;41.67;;59.97;36.49
"03.03.2021 00:00";"04.03.2021 00:00";27.64;13.08;44.42;;72.51;48.74
"04.03.2021 00:00";"05.03.2021 00:00";24.65;11.46;44.04;;41.87;16.58
"05.03.2021 00:00";"06.03.2021 00:00";10.25;7.39;31.96;;27.00;16.79
"06.03.2021 00:00";"07.03.2021 00:00";12.46;10.10;32.41;;20.36;7.65
"07.03.2021 00:00";"08.03.2021 00:00";17.82;13.71;30.45;;23.68;5.36
"08.03.2021 00:00";"09.03.2021 00:00";26.31;17.90;41.10;;38.26;15.86
"09.03.2021 00:00";"10.03.2021 00:00";30.30;23.12;38.16;;40.42;12.57
"10.03.2021 00:00";"11.03.2021 00:00";20.95;15.24;43.49;;34.99;10.02
"11.03.2021 00:00";"12.03.2021 00:00";14.01;5.87;40.88;;23.29;8.66
"12.03.2021 00:00";"13.03.2021 00:00";7.65;3.91;43.84;;19.10;9.45
"13.03.2021 00:00";"14.03.2021 00:00";6.24;3.48;43.68;;12.73;5.91
"14.03.2021 00:00";"15.03.2021 00:00";4.56;3.15;39.50;;10.58;4.24
"15.03.2021 00:00";"16.03.2021 00:00";4.87;3.55;39.65;;24.78;10.26
"16.03.2021 00:00";"17.03.2021 00:00";7.69;5.81;40.94;;28.27;12.92
"17.03.2021 00:00";"18.03.2021 00:00";6.95;5.10;41.33;;27.45;11.42
"18.03.2021 00:00";"19.03.2021 00:00";13.84;9.73;41.28;;25.62;10.82
"19.03.2021 00:00";"20.03.2021 00:00";14.98;9.35;44.63;;33.57;15.00
"20.03.2021 00:00";"21.03.2021 00:00";12.19;9.19;40.42;;20.00;7.23
"21.03.2021 00:00";"22.03.2021 00:00";8.87;6.80;41.61;;18.86;3.58
"22.03.2021 00:00";"23.03.2021 00:00";18.39;10.80;42.36;;29.82;14.44
"23.03.2021 00:00";"24.03.2021 00:00";18.90;9.58;44.83;;38.75;15.42
"24.03.2021 00:00";"25.03.2021 00:00";27.52;12.75;46.97;;46.37;16.51
"25.03.2021 00:00";"26.03.2021 00:00";20.20;9.07;49.80;;46.64;22.87
"26.03.2021 00:00";"27.03.2021 00:00";21.20;12.17;51.86;;44.27;16.36
"27.03.2021 00:00";"28.03.2021 00:00";8.66;5.63;44.46;;20.96;6.11
"28.03.2021 00:00";"29.03.2021 00:00";8.59;6.00;39.28;;20.56;3.62
"29.03.2021 00:00";"30.03.2021 00:00";19.74;8.39;51.74;;55.13;28.24
"30.03.2021 00:00";"31.03.2021 00:00";23.08;9.74;50.37;;48.83;21.99
"31.03.2021 00:00";"01.04.2021 00:00";27.19;13.03;52.87;;53.37;24.35
"01.04.2021 00:00";"02.04.2021 00:00";23.74;10.10;54.21;;42.24;20.77
"02.04.2021 00:00";"03.04.2021 00:00";22.87;15.57;45.72;;20.09;3.82
"03.04.2021 00:00";"04.04.2021 00:00";11.68;8.39;41.59;;17.73;5.96
"04.04.2021 00:00";"05.04.2021 00:00";10.21;7.42;41.66;;19.56;3.53
"05.04.2021 00:00";"06.04.2021 00:00";10.56;6.14;46.20;;15.22;3.38
"06.04.2021 00:00";"07.04.2021 00:00";8.56;5.07;44.46;;19.88;9.86
"07.04.2021 00:00";"08.04.2021 00:00";9.20;5.49;45.86;;23.50;11.96
"08.04.2021 00:00";"09.04.2021 00:00";9.47;5.52;49.74;;23.66;8.49
"09.04.2021 00:00";"10.04.2021 00:00";16.77;8.25;54.19;;48.07;20.25
"10.04.2021 00:00";"11.04.2021 00:00";10.60;6.61;50.05;;24.96;6.17
"11.04.2021 00:00";"12.04.2021 00:00";7.38;4.54;44.39;;15.07;2.99
"12.04.2021 00:00";"13.04.2021 00:00";7.39;4.97;41.88;;24.42;10.39
"13.04.2021 00:00";"14.04.2021 00:00";16.37;9.86;46.60;;27.00;10.27
"14.04.2021 00:00";"15.04.2021 00:00";17.32;9.68;47.24;;30.09;12.90
"15.04.2021 00:00";"16.04.2021 00:00";14.61;9.86;45.11;;24.67;9.87
"16.04.2021 00:00";"17.04.2021 00:00";16.83;11.48;44.40;;27.39;12.82
"17.04.2021 00:00";"18.04.2021 00:00";16.67;13.31;40.33;;21.68;6.66
"18.04.2021 00:00";"19.04.2021 00:00";16.62;13.90;38.02;;17.33;3.98
"19.04.2021 00:00";"20.04.2021 00:00";17.83;11.88;45.14;;29.21;11.88
"20.04.2021 00:00";"21.04.2021 00:00";27.99;11.61;49.76;;34.82;13.32
"21.04.2021 00:00";"22.04.2021 00:00";17.59;10.54;53.56;;34.08;13.34
"22.04.2021 00:00";"23.04.2021 00:00";18.72;12.71;56.46;;34.06;10.20
"23.04.2021 00:00";"24.04.2021 00:00";17.85;11.45;50.08;;32.09;10.86
"24.04.2021 00:00";"25.04.2021 00:00";16.59;10.82;52.66;;30.07;7.15
"25.04.2021 00:00";"26.04.2021 00:00";16.40;11.19;54.81;;21.25;3.51
"26.04.2021 00:00";"27.04.2021 00:00";17.76;10.76;51.46;;25.77;9.65
"27.04.2021 00:00";"28.04.2021 00:00";19.73;12.59;53.05;;29.04;7.43
"28.04.2021 00:00";"29.04.2021 00:00";19.85;12.11;57.43;;38.61;11.68
"29.04.2021 00:00";"30.04.2021 00:00";9.81;6.31;50.76;;26.34;8.00
"30.04.2021 00:00";"01.05.2021 00:00";13.49;9.90;38.26;;23.20;9.34
"01.05.2021 00:00";"02.05.2021 00:00";10.00;8.68;31.26;;21.63;9.63
"02.05.2021 00:00";"03.05.2021 00:00";6.59;5.27;44.89;;13.12;3.45
"03.05.2021 00:00";"04.05.2021 00:00";12.66;9.29;51.45;;26.20;7.84
"04.05.2021 00:00";"05.05.2021 00:00";10.20;5.91;55.87;;25.39;9.37
"05.05.2021 00:00";"06.05.2021 00:00";7.24;4.58;47.18;;23.80;9.70
"06.05.2021 00:00";"07.05.2021 00:00";8.30;4.80;46.06;;23.57;8.07
"07.05.2021 00:00";"08.05.2021 00:00";6.76;4.35;43.73;;24.59;10.52
"08.05.2021 00:00";"09.05.2021 00:00";8.63;5.93;41.42;;25.46;7.85
"09.05.2021 00:00";"10.05.2021 00:00";8.16;4.38;45.80;;17.36;4.88
"10.05.2021 00:00";"11.05.2021 00:00";10.71;5.38;53.56;;17.86;5.77
"11.05.2021 00:00";"12.05.2021 00:00";7.78;4.86;41.38;;19.86;6.69
"12.05.2021 00:00";"13.05.2021 00:00";6.64;4.18;41.29;;22.90;7.75
"13.05.2021 00:00";"14.05.2021 00:00";7.00;4.69;35.57;;14.86;3.99
"14.05.2021 00:00";"15.05.2021 00:00";6.48;3.98;39.42;;20.92;8.27
"15.05.2021 00:00";"16.05.2021 00:00";5.59;3.69;41.42;;14.01;5.19
"16.05.2021 00:00";"17.05.2021 00:00";5.51;3.61;41.19;;10.80;2.70
"17.05.2021 00:00";"18.05.2021 00:00";6.49;3.43;43.08;;18.52;8.18
"18.05.2021 00:00";"19.05.2021 00:00";5.91;3.47;43.65;;19.73;8.70
"19.05.2021 00:00";"20.05.2021 00:00";6.03;3.56;43.91;;20.61;8.13
"20.05.2021 00:00";"21.05.2021 00:00";7.02;3.91;42.74;;24.17;9.62
"21.05.2021 00:00";"22.05.2021 00:00";6.84;3.83;45.95;;28.24;8.98
"22.05.2021 00:00";"23.05.2021 00:00";5.78;3.72;47.27;;16.60;5.72
"23.05.2021 00:00";"24.05.2021 00:00";5.13;3.41;42.09;;12.31;4.34
"24.05.2021 00:00";"25.05.2021 00:00";6.32;4.24;36.20;;15.49;4.19
"25.05.2021 00:00";"26.05.2021 00:00";9.22;4.04;47.40;;18.18;9.38
"26.05.2021 00:00";"27.05.2021 00:00";12.89;4.72;44.17;;24.81;10.00
"27.05.2021 00:00";"28.05.2021 00:00";9.97;4.22;45.96;;24.08;7.85
"28.05.2021 00:00";"29.05.2021 00:00";9.87;5.77;45.89;;29.65;14.87
"29.05.2021 00:00";"30.05.2021 00:00";10.32;7.38;43.49;;18.60;6.18
"30.05.2021 00:00";"31.05.2021 00:00";11.71;6.14;44.56;;15.74;4.06
"31.05.2021 00:00";"01.06.2021 00:00";12.52;6.85;51.70;;25.64;9.49
"01.06.2021 00:00";"02.06.2021 00:00";14.43;7.57;55.29;;31.86;13.66
"02.06.2021 00:00";"03.06.2021 00:00";14.83;7.35;58.42;;33.94;12.14
"03.06.2021 00:00";"04.06.2021 00:00";13.12;7.69;54.38;;25.01;8.89
"04.06.2021 00:00";"05.06.2021 00:00";17.27;9.39;49.36;;29.57;9.87
"05.06.2021 00:00";"06.06.2021 00:00";7.78;4.96;38.87;;16.84;4.96
"06.06.2021 00:00";"07.06.2021 00:00";5.16;3.62;31.58;;11.66;3.81
"07.06.2021 00:00";"08.06.2021 00:00";8.89;6.33;35.14;;22.38;10.63
"08.06.2021 00:00";"09.06.2021 00:00";11.56;8.58;40.88;;22.22;7.58
"09.06.2021 00:00";"10.06.2021 00:00";14.99;11.55;44.08;;18.74;6.26
"10.06.2021 00:00";"11.06.2021 00:00";13.16;9.57;46.90;;24.67;8.98
"11.06.2021 00:00";"12.06.2021 00:00";13.23;9.50;51.63;;24.88;8.64
"12.06.2021 00:00";"13.06.2021 00:00";13.52;10.33;53.56;;21.68;5.21
"13.06.2021 00:00";"14.06.2021 00:00";11.27;7.65;45.72;;11.13;2.99
"14.06.2021 00:00";"15.06.2021 00:00";13.08;7.23;51.82;;24.09;7.76
"15.06.2021 00:00";"16.06.2021 00:00";12.28;6.34;55.78;;29.82;10.06
"16.06.2021 00:00";"17.06.2021 00:00";13.87;6.86;58.56;;31.20;9.36
"17.06.2021 00:00";"18.06.2021 00:00";23.22;10.87;63.53;;34.02;9.51
"18.06.2021 00:00";"19.06.2021 00:00";24.74;13.02;62.52;;28.76;6.65
"19.06.2021 00:00";"20.06.2021 00:00";29.59;15.98;50.00;;21.45;4.59
"20.06.2021 00:00";"21.06.2021 00:00";28.18;13.78;41.07;;15.11;3.77
"21.06.2021 00:00";"22.06.2021 00:00";17.37;7.45;46.08;;20.60;7.17
"22.06.2021 00:00";"23.06.2021 00:00";10.29;6.37;38.05;;18.31;7.55
"23.06.2021 00:00";"24.06.2021 00:00";10.99;6.31;40.13;;21.41;8.29
"24.06.2021 00:00";"25.06.2021 00:00";7.02;4.34;43.19;;19.10;6.72
"25.06.2021 00:00";"26.06.2021 00:00";9.04;5.74;38.61;;20.67;9.00
"26.06.2021 00:00";"27.06.2021 00:00";10.14;7.66;36.07;;18.26;5.26
"27.06.2021 00:00";"28.06.2021 00:00";9.78;7.04;39.82;;14.84;3.02
"28.06.2021 00:00";"29.06.2021 00:00";12.04;7.30;45.61;;21.48;7.33
"29.06.2021 00:00";"30.06.2021 00:00";8.50;4.63;38.22;;19.90;8.66
"30.06.2021 00:00";"01.07.2021 00:00";5.76;3.26;40.20;;19.73;8.60
"01.07.2021 00:00";"02.07.2021 00:00";10.73;5.42;33.68;;19.66;8.57
"02.07.2021 00:00";"03.07.2021 00:00";11.11;7.50;40.87;;21.57;8.99
"03.07.2021 00:00";"04.07.2021 00:00";10.14;7.41;38.44;;17.12;4.56
"04.07.2021 00:00";"05.07.2021 00:00";6.11;4.32;30.51;;10.06;3.04
"05.07.2021 00:00";"06.07.2021 00:00";7.84;4.18;32.50;;26.78;13.13
"06.07.2021 00:00";"07.07.2021 00:00";8.62;4.80;30.91;;23.36;14.34
"07.07.2021 00:00";"08.07.2021 00:00";7.90;4.48;32.47;;25.03;7.78
"08.07.2021 00:00";"09.07.2021 00:00";6.66;4.51;28.98;;27.48;11.95
"09.07.2021 00:00";"10.07.2021 00:00";7.37;4.81;36.53;;20.27;9.46
"10.07.2021 00:00";"11.07.2021 00:00";9.56;6.61;33.70;;16.32;6.74
"11.07.2021 00:00";"12.07.2021 00:00";6.00;4.20;35.42;;10.52;3.49
"12.07.2021 00:00";"13.07.2021 00:00";;;36.43;;26.08;13.22
"13.07.2021 00:00";"14.07.2021 00:00";;;37.01;;20.21;7.70
"14.07.2021 00:00";"15.07.2021 00:00";8.17;4.10;36.39;;19.04;8.66
"15.07.2021 00:00";"16.07.2021 00:00";6.20;3.22;31.72;;19.83;7.45
"16.07.2021 00:00";"17.07.2021 00:00";6.99;4.58;32.03;;18.20;6.90
"17.07.2021 00:00";"18.07.2021 00:00";13.26;9.53;28.53;;16.72;6.94
"18.07.2021 00:00";"19.07.2021 00:00";14.79;10.36;29.40;;10.21;3.18
"19.07.2021 00:00";"20.07.2021 00:00";17.32;9.73;33.19;;21.13;10.65
"20.07.2021 00:00";"21.07.2021 00:00";19.97;12.95;40.62;;21.40;8.12
"21.07.2021 00:00";"22.07.2021 00:00";20.90;14.69;47.97;;23.29;8.41
"22.07.2021 00:00";"23.07.2021 00:00";22.68;14.49;53.62;;25.98;8.21
"23.07.2021 00:00";"24.07.2021 00:00";24.41;14.90;54.55;;26.37;7.29
"24.07.2021 00:00";"25.07.2021 00:00";16.39;11.75;48.31;;15.61;3.31
"25.07.2021 00:00";"26.07.2021 00:00";10.10;7.49;35.72;;9.84;2.33
"26.07.2021 00:00";"27.07.2021 00:00";9.35;6.36;32.83;;16.47;6.25
"27.07.2021 00:00";"28.07.2021 00:00";14.34;7.84;39.05;;22.38;11.33
"28.07.2021 00:00";"29.07.2021 00:00";9.07;6.01;34.97;;15.73;3.88
"29.07.2021 00:00";"30.07.2021 00:00";11.78;7.71;33.12;;14.39;5.24
"30.07.2021 00:00";"31.07.2021 00:00";11.96;8.35;41.44;;18.50;6.67
"31.07.2021 00:00";"01.08.2021 00:00";10.72;6.35;30.87;;11.94;5.01
"01.08.2021 00:00";"02.08.2021 00:00";6.79;5.35;33.25;;8.33;2.41
"02.08.2021 00:00";"03.08.2021 00:00";7.88;5.09;36.45;;16.46;7.35
"03.08.2021 00:00";"04.08.2021 00:00";7.99;5.05;32.95;;21.29;9.90
"04.08.2021 00:00";"05.08.2021 00:00";8.21;4.98;37.51;;23.64;10.02
"05.08.2021 00:00";"06.08.2021 00:00";8.32;4.93;31.72;;14.80;5.54
"06.08.2021 00:00";"07.08.2021 00:00";17.79;13.93;32.29;;18.06;7.39
"07.08.2021 00:00";"08.08.2021 00:00";7.88;5.25;28.40;;15.54;5.58
"08.08.2021 00:00";"09.08.2021 00:00";6.25;3.99;25.56;;10.08;4.04
"09.08.2021 00:00";"10.08.2021 00:00";8.30;5.00;31.36;;20.84;10.40
"10.08.2021 00:00";"11.08.2021 00:00";11.88;6.89;37.90;;24.89;10.05
"11.08.2021 00:00";"12.08.2021 00:00";19.57;10.47;44.65;;30.57;10.46
"12.08.2021 00:00";"13.08.2021 00:00";27.81;13.80;46.26;;36.44;12.56
"13.08.2021 00:00";"14.08.2021 00:00";18.92;10.74;50.49;;24.57;6.26
"14.08.2021 00:00";"15.08.2021 00:00";24.41;15.13;41.41;;20.70;4.15
"15.08.2021 00:00";"16.08.2021 00:00";28.03;16.54;43.11;;15.73;2.73
"16.08.2021 00:00";"17.08.2021 00:00";11.22;7.34;37.91;;22.05;10.16
"17.08.2021 00:00";"18.08.2021 00:00";13.64;10.36;41.41;;20.56;7.75
"18.08.2021 00:00";"19.08.2021 00:00";13.62;10.16;39.22;;19.00;7.22
"19.08.2021 00:00";"20.08.2021 00:00";10.55;6.22;32.59;;19.50;8.90
"20.08.2021 00:00";"21.08.2021 00:00";12.61;8.40;37.75;;25.27;9.74
"21.08.2021 00:00";"22.08.2021 00:00";14.63;11.10;39.11;;21.97;5.87
"22.08.2021 00:00";"23.08.2021 00:00";7.82;5.92;31.67;;11.80;3.53
"23.08.2021 00:00";"24.08.2021 00:00";7.66;5.08;34.03;;16.07;6.86
"24.08.2021 00:00";"25.08.2021 00:00";11.55;6.48;37.05;;27.57;15.74
"25.08.2021 00:00";"26.08.2021 00:00";9.17;6.21;31.19;;22.82;9.79
"26.08.2021 00:00";"27.08.2021 00:00";12.17;8.57;37.18;;25.89;11.79
"27.08.2021 00:00";"28.08.2021 00:00";10.33;7.41;37.02;;21.78;9.24
"28.08.2021 00:00";"29.08.2021 00:00";7.52;5.65;30.16;;17.20;6.59
"29.08.2021 00:00";"30.08.2021 00:00";5.75;4.32;24.15;;14.27;5.91
"30.08.2021 00:00";"31.08.2021 00:00";7.47;5.00;29.88;;25.74;13.18
"31.08.2021 00:00";"01.09.2021 00:00";10.17;6.78;34.24;;27.83;14.77
"01.09.2021 00:00";"02.09.2021 00:00";12.38;7.94;34.27;;25.46;12.52
"02.09.2021 00:00";"03.09.2021 00:00";15.10;10.01;32.28;;27.98;12.76
"03.09.2021 00:00";"04.09.2021 00:00";16.63;10.63;37.77;;33.25;16.37
"04.09.2021 00:00";"05.09.2021 00:00";13.34;9.28;43.43;;27.08;7.72
"05.09.2021 00:00";"06.09.2021 00:00";11.87;8.94;43.06;;18.97;3.38
"06.09.2021 00:00";"07.09.2021 00:00";15.69;9.65;46.87;;35.96;14.65
"07.09.2021 00:00";"08.09.2021 00:00";17.66;11.23;44.60;;35.52;14.13
"08.09.2021 00:00";"09.09.2021 00:00";21.10;11.75;44.66;;41.04;19.09
"09.09.2021 00:00";"10.09.2021 00:00";12.10;8.39;50.03;;27.08;6.25
"10.09.2021 00:00";"11.09.2021 00:00";15.40;11.30;42.60;;27.83;9.88
"11.09.2021 00:00";"12.09.2021 00:00";9.67;7.75;38.49;;15.17;4.15
"12.09.2021 00:00";"13.09.2021 00:00";9.82;7.86;25.64;;13.07;3.58
"13.09.2021 00:00";"14.09.2021 00:00";14.99;8.96;30.37;;31.07;19.52
